title
n = 15
5 3 12 0.32683649388105784
5 3 13 0.25953933468251555
5 3 14 0.17468388625365505
5 3 15 0.373935847795579
5 4 1 0.40230392454288866
5 4 2 0.27770179637024206
5 4 3 0.4372765562696539
5 4 4 0.1059086494126269
5 4 5 0.28104466946632334
5 4 7 0.4187101794425896
5 4 8 0.3842507789477668
5 4 10 0.3240639038072195
5 4 11 0.01687921097238465
5 4 12 0.011497441767218453
5 4 13 0.29147450208588077
5 4 14 0.3972185205398767
5 4 15 0.0640336365587757
5 5 1 0.4801547336224269
5 5 2 0.1555543566158606
5 5 3 0.061739866960534684
5 5 4 0.19530344948280032
5 5 6 0.41766127235589756
5 5 7 0.47348250949388493
5 5 8 0.05435775489056871
5 5 9 0.03587933480619809
5 5 11 0.32580798490718976
5 5 12 0.02853202217067896
5 5 13 0.44941254897394456
5 5 14 0.34377337184270274
5 5 15 0.28719090265065217
5 6 1 0.07754980844350934
5 6 2 0.01953298062865383
5 6 4 0.34146291472954526
5 6 5 0.3789038591080217
5 6 6 0.12595217541397363
5 6 7 0.3204571127223378
5 6 8 0.41904030017813665
5 6 10 0.027081693692696418
5 6 11 0.21172828965965573
5 6 12 0.11975079501920516
5 6 13 0.04001755175600952
5 6 14 0.31126146169428737
5 6 15 0.05485985265790738
5 7 1 0.39749727271540924
5 7 2 0.0017495054598212212
5 7 3 0.38786905770532976
5 7 4 0.3776914773047657
5 7 5 0.1408649849218706
5 7 6 0.20387052099567715
5 7 7 0.13908300433776932
5 7 8 0.4052912060466338
5 7 9 0.4617457615144903
5 7 11 0.10537634403934548
5 7 12 0.12144522755254417
5 7 13 0.22048169698534237
5 7 14 0.042612617112873674
5 7 15 0.2114504401380034
5 8 1 0.08997011233126972
5 8 2 0.337305345409077
5 8 3 0.32229960520220347
5 8 4 0.21465114163267796
5 8 5 0.09993931578772586
5 8 6 0.489489335430899
5 8 7 0.48063366229579907
5 8 8 0.26361483985790546
5 8 9 0.0023838527586712566
5 8 10 0.10335366494522502
5 8 11 0.46657981718126884
5 8 12 0.44394810841364407
5 8 13 0.16398499875466754
5 8 14 0.2987985352579994
5 8 15 0.43115084951425064
5 9 1 0.034921874844648704
5 9 2 0.09653578056357659
5 9 3 0.1470666032927107
5 9 4 0.2971715382618477
5 9 5 0.07995476403038637
5 9 6 0.08438367902621902
5 9 7 0.2109757438122084
5 9 8 0.2695847607193885
5 9 9 0.08150178886973469
5 9 10 0.22711781464460312
5 9 11 0.4097290654794927
5 9 12 0.316454977445473
5 9 13 0.06622860503770556
5 9 14 0.44524880918071186
5 9 15 0.24897517276439263
5 10 3 0.45755164511667523
5 10 4 0.38105029670888424
5 10 5 0.15923329770956807
5 10 6 0.28219495029679087
5 10 7 0.16243275794094547
5 10 8 0.3083850824642351
5 10 9 0.23234425482169307
5 10 10 0.11802500386695214
5 10 11 0.04334575487811576
5 10 12 0.4493024109090986
5 10 13 0.11718585451771368
5 10 14 0.2447837897142755
5 10 15 0.3510819117501728
5 11 1 0.07215608671940965
5 11 3 0.23699584110846694
5 11 4 0.4431108775696506
5 11 5 0.2575666093456893
5 11 6 0.42206088108722517
5 11 7 0.3579425541922693
5 11 8 0.0954107528987499
5 11 9 0.04403035129582478
5 11 10 0.44667476726257627
5 11 11 0.4633190098328738
5 11 12 0.3232605778607128
5 11 13 0.029050747254150133
5 11 14 0.2850262893498443
5 11 15 0.4239729630739216
5 12 1 0.2962277637373901
5 12 3 0.33992555063295826
5 12 4 0.08897524883106378
5 12 5 0.3961261006269161
5 12 6 0.4423713378963683
5 12 7 0.18117610335388112
5 12 8 0.27305693387600594
5 12 9 0.1495828110531492
5 12 10 0.40168806336837437
5 12 11 0.16363606956949717
5 12 12 0.4265142400024782
5 12 13 0.2136580714947155
5 12 14 0.250523682074145
5 12 15 0.0487251544091134
5 13 1 0.4884094843572695
5 13 2 0.21289155749907906
5 13 3 0.06921325144246615
5 13 4 0.3983075749868231
5 13 5 0.21532985634883062
5 13 6 0.031719696440900225
5 13 8 0.13643409936584572
5 13 9 0.0296520198910164
5 13 10 0.2857475979066699
5 13 11 0.29449282348393035
5 13 12 0.04762720190473091
5 13 13 0.2707754044748314
5 13 14 0.05126955462628968
5 13 15 0.37620013243604533
5 14 1 0.4909134243595329
5 14 2 0.2750860677775331
5 14 3 0.3737466891270391
5 14 4 0.2993030724029574
5 14 5 0.020618070398543686
5 14 6 0.470280627985343
5 14 7 0.05791657071662171
5 14 8 0.4619829881899806
5 14 9 0.42047342090130246
5 14 10 0.1660680524017243
5 14 11 0.3834952826485607
5 14 12 0.16651130046329154
5 14 13 0.14853023426417244
5 14 14 0.36949395250445916
5 14 15 0.25066458656599544
5 15 1 0.1202861945212782
5 15 2 0.4508096202300548
5 15 3 0.1596555467111168
5 15 5 0.46778983593469337
5 15 6 0.05401786814036669
5 15 7 0.2999301106017419
5 15 8 0.38383353436783385
5 15 9 0.3481197807899937
5 15 10 0.0027080978769328246
5 15 12 0.2652532531730044
5 15 13 0.2503406360228837
5 15 14 0.41747649485694727
5 15 15 0.03847756905642963
6 1 1 0.33942284114919585
6 1 2 0.28257653552609874
6 1 3 0.02158315814860845
6 1 4 0.4164645790202116
6 1 5 0.030869747429673855
6 1 6 0.0554337559805641
6 1 7 0.44775437915371685
6 1 9 0.2623263819759385
6 1 10 0.3941568806171899
6 1 11 0.0633862119280767
6 1 12 0.25343823121616604
6 1 13 0.1882429517624601
6 1 14 0.31340855236792586
6 1 15 0.005848740616383297
6 2 1 0.4576774397012884
6 2 2 0.246531457503118
6 2 3 0.03422532420992719
6 2 4 0.28938018419143796
6 2 6 0.35260431774655465
6 2 7 0.4080722334891884
6 2 9 0.16458476811095502
6 2 10 0.4444317662658047
6 2 11 0.4559899483112395
6 2 12 0.14436199430704078
6 2 13 0.1976733060044571
6 2 14 0.20753155932517997
6 2 15 0.0391367453816851
6 3 1 0.21442960060359495
6 3 2 0.2667256002069778
6 3 3 0.12528013271606897
6 3 4 0.19400344573819295
6 3 5 0.1361466888545272
6 3 6 0.3739086005860257
6 3 8 0.18096718405974443
6 3 9 0.252521935523527
6 3 10 0.29564148163460646
6 3 11 0.07166559606601575
6 3 12 0.44115460312057275
6 3 13 0.4526831832707361
6 3 14 0.13405279693775607
6 4 1 0.06742931575098332
6 4 2 0.26596532223111424
6 4 3 0.16182983163378983
6 4 5 0.018132808910468423
6 4 7 0.09625853674355667
6 4 8 0.40810513477506005
6 4 9 0.21840018289265983
6 4 10 0.14476707757552543
6 4 12 0.09885768828281949
6 4 13 0.21387892567265787
6 4 14 0.2890149553437228
6 4 15 0.4476954747881854
6 5 2 0.33764415498561895
6 5 3 0.0153684181528706
6 5 4 0.40077985338068256
6 5 5 0.32897761218980215
6 5 6 0.34756468362129245
6 5 7 0.3036755568903885
6 5 8 0.060871663275089305
6 5 10 0.16653884436068833
6 5 11 0.23508482869779612
6 5 12 0.2677909554587702
6 5 13 0.030918347192620765
6 6 1 0.1696179976868749
6 6 2 0.16650737701758644
6 6 3 0.1594214068618065
6 6 5 0.07630881525482258
6 6 6 0.11063138531032501
6 6 7 0.30992409097050966
6 6 8 0.45547005836279575
6 6 9 0.2960201028438383
6 6 10 0.11980938200574931
6 6 11 0.1304670929798848
6 6 12 0.16788500487084834
6 6 13 0.48131887729029366
6 6 14 0.47233407223040347
6 6 15 0.16932163042446124
6 7 2 0.3822782884522491
6 7 3 0.43751483831570437
6 7 4 0.19014628359569663
6 7 5 0.4088397132877879
6 7 6 0.33789142666453453
6 7 9 0.10420571661908751
6 7 11 0.056999874846463516
6 7 12 0.25192314051283393
6 7 13 0.31792164191669403
6 7 14 0.4064940819685009
6 7 15 0.2202302781014731
6 8 1 0.057621856732634646
6 8 2 0.1697279739289752
6 8 3 0.49256347414524737
6 8 4 0.43656663353083636
6 8 5 0.21303830830828951
6 8 6 0.12021781179575042
6 8 8 0.0992394431315502
6 8 9 0.43958131434961
6 8 11 0.16379878392414027
6 8 12 0.04818927912322579
6 8 13 0.21976462499297
6 8 14 0.30064916668848474
6 8 15 0.2247629037757467
6 9 1 0.1347119971653994
6 9 2 0.20305857204509292
6 9 3 0.35786570223249003
6 9 4 0.37981482700062774
6 9 5 0.09236897511453412
6 9 6 0.2691831574107296
6 9 8 0.18875444859601964
6 9 9 0.08764185099281474
6 9 11 0.413989868036004
6 9 12 0.45033289182600844
6 9 13 0.0647506469855792
6 9 14 0.31893494169806624
6 9 15 0.45247321760732195
6 10 1 0.4018701651991907
6 10 2 0.3516388336522689
6 10 3 0.436357131469596
6 10 4 0.3356641716417271
6 10 5 0.37792155350437806
6 10 7 0.3301631399458028
6 10 8 0.04404889433783754
6 10 10 0.1696291959740529
6 10 11 0.054916276040719136
6 10 13 0.09241554282692921
6 10 14 0.24500666204902766
6 10 15 0.42612785033363265
6 11 1 0.42216760732951686
6 11 2 0.2523147027790468
6 11 3 0.16788315880516025
6 11 4 0.09272736566674378
6 11 5 0.24618629235964806
6 11 6 0.13315421019335316
6 11 7 0.305676281861437
6 11 8 0.2498339326665795
6 11 9 0.34207239340849516
6 11 10 0.3822994193366258
6 11 12 0.3552743494027585
6 11 13 0.43240794784987835
6 11 14 0.03911300908614268
6 11 15 0.3296658268058491
6 12 1 0.4588194802012032
6 12 2 0.4388108557896798
6 12 3 0.1226771752171063
6 12 4 0.2110479250284567
6 12 5 0.3267518430412658
6 12 6 0.34040837523012735
6 12 7 0.1898289999731999
6 12 8 0.3367703643859775
6 12 9 0.2049834311369818
6 12 11 0.15063572339835296
6 12 12 0.10563731317726888
6 12 14 0.4574629293376321
6 12 15 0.3562701765804219
6 13 1 0.06779602330315582
6 13 2 0.46757174476839536
6 13 3 0.3824078184859556
6 13 4 0.047983542674360447
6 13 5 0.0064315723888437315
6 13 6 0.49379088424914275
6 13 7 0.419079715874456
6 13 8 0.19763928377968676
6 13 9 0.44123980336493274
6 13 10 0.4899408725571569
6 13 11 0.13233073400759443
6 13 13 0.4466456749138942
6 13 14 0.12305192615665483
6 14 1 0.42357442507392995
6 14 2 0.3865771852575307
6 14 3 0.3704124528317133
6 14 4 0.47142253950239366
6 14 5 0.39344923375947805
6 14 6 0.08552087328405666
6 14 7 0.06608331212998309
6 14 8 0.13290152555415446
6 14 9 0.16607086233734192
6 14 10 0.28887675500364696
6 14 12 0.04392119878270917
6 14 13 0.19850646106780134
6 14 14 0.45574514269667066
6 14 15 0.4031553877310108
6 15 1 0.30503150652293454
6 15 2 0.4216934242665692
6 15 3 0.4159903829942002
6 15 4 0.06584723289775152
6 15 5 0.1064142012961724
6 15 6 0.1483906870565448
6 15 8 0.07832588557883224
6 15 9 0.19738284228133673
6 15 10 0.25505070121307527
6 15 11 0.15272630671892362
6 15 12 0.038480777584266046
6 15 13 0.3806223135185579
6 15 14 0.33497453850202985
6 15 15 0.44548002203637616
