title
n = 25
2 6 2 0.28976134512766927
2 6 3 0.4212646723141933
2 6 4 0.3023134308402955
2 6 6 0.025402762075298346
2 6 7 0.4854960063378818
2 6 8 0.017585961104015224
2 6 9 0.2526238040684252
2 6 10 0.058129160121147105
2 6 12 0.4789820239760786
2 6 13 0.4382562894516634
2 6 15 0.358284078189091
2 6 16 0.37137583166640153
2 6 18 0.32512803402465407
2 6 19 0.001719789542480088
2 6 21 0.3053102702202002
2 6 22 0.43051933768975725
2 6 23 0.004523224513990676
2 6 24 0.0847045852245627
2 6 25 0.4161311383405505
2 7 1 0.1675740087581853
2 7 2 0.05908487550436625
2 7 3 0.43853832435931983
2 7 4 0.3408900198312321
2 7 5 0.3989072418980779
2 7 6 0.048508697987787786
2 7 7 0.3334271385909754
2 7 8 0.4236995683818443
2 7 9 0.3114230985812275
2 7 10 0.23737595996412586
2 7 11 0.31964928186950103
2 7 12 0.21107362774915306
2 7 13 0.043010985923492395
2 7 14 0.43306075713336256
2 7 15 0.38881604866046005
2 7 16 0.23462830285025527
2 7 17 0.15900858745001734
2 7 18 0.36524773258530174
2 7 20 0.14231049034783483
2 7 22 0.09514846205379035
2 7 23 0.33891305710756126
2 7 24 0.2663587189217399
2 7 25 0.025793710441929463
2 8 1 0.11639650492413556
2 8 2 0.40928867269861746
2 8 4 0.31527292092042203
2 8 5 0.07991328666994402
2 8 6 0.16155416515794274
2 8 7 0.44750330303252417
2 8 8 0.3253818605368415
2 8 9 0.040118486184128166
2 8 10 0.11761683903840947
2 8 11 0.1767374609854201
2 8 12 0.33230614365065136
2 8 13 0.3925876972854454
2 8 14 0.11883475685782963
2 8 15 0.1260952311465876
2 8 16 0.16607327700699548
2 8 17 0.34583146497369344
2 8 18 0.13643327993461063
2 8 19 0.27347393391122166
2 8 20 0.2921628614456284
2 8 21 0.20706534835946944
2 8 22 0.22258040153153646
2 8 23 0.40959332666750714
2 8 24 0.4981342049288643
2 8 25 0.24517725224849374
2 9 1 0.2054286353019713
2 9 2 0.3872026755223409
2 9 3 0.48063297056317955
2 9 4 0.4084874145822279
2 9 6 0.29904785203593753
2 9 7 0.28348375008618765
2 9 8 0.27669410210550904
2 9 9 0.46749013983643506
2 9 11 0.1826579819437052
2 9 12 0.13684837990431464
2 9 13 0.2770821575458694
2 9 14 0.38031174027041426
2 9 15 0.4417977209453273
2 9 16 0.20061404050262277
2 9 17 0.17399461350468848
2 9 18 0.26034060114365354
2 9 19 0.49097570478357966
2 9 20 0.2851782005914555
2 9 21 0.08122241217728532
2 9 22 0.414264046421039
2 9 23 0.22286183466536102
2 9 24 0.4936605227731151
2 9 25 0.325906747685347
2 10 1 0.2142747146983779
2 10 2 0.02609970877564871
2 10 3 0.4128976008508197
2 10 4 0.25065970027701945
2 10 5 0.3681965357262881
2 10 6 0.32027637808860376
2 10 7 0.4083024858363652
2 10 8 0.21468740663369967
2 10 9 0.32982592543209943
2 10 10 0.3020851127957572
2 10 11 0.0030772146679532986
2 10 12 0.29783003573855305
2 10 13 0.2894369488821681
2 10 14 0.05323471996003459
2 10 16 0.459927124122095
2 10 17 0.14048551371047058
2 10 18 0.20693140204997795
2 10 19 0.36075298322428795
2 10 20 0.20907650943108513
2 10 21 0.12104031948123561
2 10 22 0.27822279247630544
2 11 1 0.15757905814597795
2 11 2 0.2561770999021944
2 11 3 0.29151856094843864
2 11 4 0.2834372617295855
2 11 5 0.20524382973240063
2 11 6 0.017313369553271563
2 11 7 0.42707524339807235
2 11 8 0.2574216426193373
2 11 9 0.11594477933030178
2 11 10 0.35238651736045157
2 11 11 0.32401199524992297
2 11 12 0.4527781161412513
2 11 13 0.3095625816253338
2 11 14 0.2683138929538428
2 11 15 0.3468250178873019
2 11 16 0.0865736784524479
2 11 17 0.4645176114919741
2 11 18 0.12783953002169446
2 11 19 0.12935973919977795
2 11 20 0.1330471779945923
2 11 21 0.33281378169054665
2 11 22 0.3304533221637347
2 11 23 0.28519040372345084
2 11 24 0.11466301261154688
2 11 25 0.1823827097242503
2 12 1 0.2819788668288431
2 12 2 0.19251227042253838
2 12 3 0.38481452487146417
2 12 4 0.4501573550783403
2 12 5 0.31647989101607277
2 12 6 0.23880276539815648
2 12 7 0.37615410976456387
2 12 8 0.44039511981099055
2 12 9 0.12698146634698804
2 12 10 0.2794568713150015
2 12 11 0.36123199631220004
2 12 12 0.40176249025042743
2 12 14 0.07686121855288486
2 12 15 0.24084338151188767
2 12 16 0.0914851409570051
2 12 17 0.13652343538737644
2 12 18 0.17155054050579133
2 12 19 0.2932356159228525
2 12 20 0.23806668267429643
2 12 22 0.303138510903604
2 12 23 0.3398824035249529
2 12 24 0.38676480382802225
2 12 25 0.16904098306942794
2 13 1 0.2520342598998495
2 13 2 0.16379409430274727
2 13 3 0.3848515129236061
2 13 4 0.24486100994735027
2 13 5 0.35821591746221493
2 13 6 0.43602323393363573
2 13 7 0.47984136676592215
2 13 8 0.3300377200594984
2 13 9 0.3803105344641622
2 13 10 0.4252249998521732
2 13 11 0.13364123803876404
2 13 12 0.28569965933539787
2 13 13 0.1638621762636726
2 13 14 0.45234562588890137
2 13 15 0.07302194823999897
2 13 16 0.36747308099342646
2 13 17 0.2582526236569457
2 13 18 0.2974839613032113
2 13 20 0.10082468532743072
2 13 21 0.10776700392528049
2 13 22 0.18715918507545692
2 13 23 0.11508789167327593
2 13 24 0.1624858181975709
2 13 25 0.02277380169742005
2 14 2 0.44045844372004417
2 14 3 0.18540839620967786
2 14 5 0.49451824077658246
2 14 6 0.15332800962657578
2 14 7 0.2123724498365296
2 14 8 0.3762792449472231
2 14 9 0.49706765918922813
2 14 10 0.2931936423518673
2 14 12 0.4149963307594856
2 14 13 0.05681054652463868
2 14 14 0.33595305798106434
2 14 15 0.12122986529947488
2 14 16 0.06393670192375467
2 14 17 0.44811880307971663
2 14 18 0.37344908243973085
2 14 19 0.16256234803396785
2 14 21 0.4361470399901267
2 14 22 0.10018122915227123
2 14 23 0.43617904454237033
2 14 24 0.35997524106269296
2 15 1 0.42830149601649714
2 15 2 0.4090331679980427
2 15 3 0.20728179228032917
2 15 4 0.14753334034871646
2 15 5 0.42351866294840623
2 15 6 0.08042311342543229
2 15 7 0.0200795030010692
2 15 8 0.07269149978053757
2 15 9 0.19899380536758748
2 15 10 0.34587109298159424
2 15 11 0.4473314147137152
2 15 12 0.3544676270124082
2 15 13 0.49085570398482115
2 15 14 0.4050288838396886
2 15 15 0.4246637568305085
2 15 16 0.44999867516109104
2 15 17 0.31835507716174816
2 15 18 0.04107999391631467
2 15 19 0.1774492744795796
2 15 20 0.15533962884166097
2 15 21 0.031165170212863247
2 15 22 0.14370363830105903
2 15 23 0.056716327173255365
2 15 24 0.15113365419002145
2 15 25 0.21437820792355466
2 16 1 0.14899997929662023
2 16 2 0.07455423650478243
2 16 3 0.442403933938299
2 16 5 0.21848948642278465
2 16 6 0.46516568925937496
2 16 7 0.146780275447432
2 16 8 0.47701786261022217
2 16 10 0.056647320324852646
2 16 11 0.31194883303120335
2 16 12 0.15616832594213603
2 16 13 0.15330384333650537
2 16 14 0.033528488866750306
2 16 15 0.06500634107759495
2 16 16 0.4036536533355166
2 16 17 0.4139980362299285
2 16 19 0.1739937423226311
2 16 20 0.39555607304533413
2 16 21 0.35788910976122146
2 16 22 0.126138868416808
2 16 23 0.4446584835432368
2 16 24 0.495044855520536
2 17 1 0.3639082576672108
2 17 2 0.07274432347660886
2 17 3 0.44848814832207373
2 17 4 0.20391241888768086
2 17 5 0.08323409824242267
2 17 6 0.3142190147537204
2 17 7 0.13452516624402722
2 17 8 0.28278092682799705
2 17 9 0.3242814949056263
2 17 10 0.12316249174243832
2 17 11 0.27360628291363875
2 17 12 0.4825554795484718
2 17 13 0.28231068601200493
2 17 14 0.057416969955211616
2 17 16 0.2000211835892719
2 17 17 0.49081299891855135
2 17 18 0.29812167458083505
2 17 20 0.040275057369413836
2 17 21 0.33186189405583255
2 17 22 0.3911689369666508
2 17 23 0.3635385261243005
2 17 24 0.46664606473381365
2 17 25 0.1778102300426767
2 18 1 0.38963795076670316
2 18 2 0.09769855537266026
2 18 3 0.14290461397261922
2 18 4 0.33953864945353307
2 18 5 0.025324938821344012
2 18 6 0.4602898160306922
2 18 7 0.31595342775704505
2 18 8 0.3298277926776022
2 18 9 0.13303299183776374
2 18 10 0.08863565648593863
2 18 11 0.2762395909400801
2 18 12 0.2826498892368552
2 18 13 0.09508122946381092
2 18 14 0.08513894381497167
2 18 15 0.24001490378678336
2 18 16 0.42980336822190013
2 18 17 0.21930239016804287
2 18 18 0.046688419667404224
2 18 19 0.12415798743924311
2 18 20 0.1369409119371391
2 18 22 0.0528425877835641
2 18 23 0.2055528927087118
2 18 24 0.25544555897285104
2 18 25 0.0477537023174226
2 19 1 0.14510032624708968
2 19 2 0.21698734824811416
2 19 3 0.20568847675315194
2 19 4 0.08421027762587707
2 19 5 0.47327409048296554
2 19 6 0.4194280614602256
2 19 7 0.2644797285591959
2 19 8 0.35719555491841926
2 19 9 0.3043719892405371
2 19 10 0.37124272038842665
2 19 11 0.3824762277875636
2 19 12 0.49754107139779435
2 19 13 0.31683941401166926
2 19 14 0.1261351969654041
2 19 15 0.10950574613040787
2 19 16 0.18585805017737556
2 19 17 0.36196750699108204
2 19 18 0.2394899855351641
2 19 19 0.36514609724226155
2 19 21 0.10257452260659627
2 19 22 0.4934902430743109
2 19 24 0.10629264368346636
2 19 25 0.1454381609069656
2 20 1 0.37346737357800563
2 20 2 0.17237294765998856
2 20 3 0.4525475368372106
2 20 4 0.18079916370582727
2 20 6 0.010175573426002837
2 20 7 0.2731062640380455
2 20 8 0.05760427985796435
2 20 9 0.23976239185725423
2 20 10 0.3394594620152884
2 20 11 0.34431272697168525
2 20 12 0.370603066931411
2 20 13 0.39048459693282134
2 20 14 0.39272496444358207
2 20 15 0.3546967858517144
2 20 16 0.36776643585608126
2 20 17 0.147965022916827
2 20 18 0.06691558988841673
2 20 20 0.040972171677054026
2 20 21 0.14248743729186875
2 20 22 0.037417495542991785
2 20 24 0.35190510546748777
2 20 25 0.43363689055991494
2 21 1 0.2677348932451805
2 21 2 0.37415259142218327
2 21 3 0.19265591465084453
2 21 4 0.43286152305599745
2 21 5 0.47051146797986587
2 21 6 0.22679408582338867
2 21 7 0.43661748319790283
2 21 8 0.3827993554514606
2 21 9 0.2476104317577824
2 21 10 0.07658006741050394
2 21 11 0.48000728223198297
2 21 12 0.06439039275221647
2 21 13 0.09570386353524585
2 21 14 0.08173213241309385
2 21 15 0.2307955606904073
2 21 16 0.07034673838841465
2 21 17 0.30507760609884416
2 21 18 0.2060805682710264
2 21 20 0.34927293536912607
2 21 21 0.041041814324921044
2 21 22 0.49725130193952094
2 21 23 0.18237329973339267
2 21 25 0.49745088150145145
2 22 1 0.15676835483314355
2 22 2 0.36250200794632503
2 22 4 0.18665830039267695
2 22 6 0.0547196993412713
2 22 7 0.40181011280050993
2 22 8 0.38299005617805426
2 22 9 0.026585591030887312
2 22 10 0.20425460729934775
2 22 11 0.33529220332997667
2 22 12 0.37185585970068313
2 22 13 0.07550606125637982
2 22 14 0.4098334567067742
2 22 15 0.19254610290249963
2 22 16 0.463031200328233
2 22 17 0.2987601421010243
2 22 18 0.24093111407453105
2 22 19 0.3175596905590645
2 22 20 0.14441118955219268
2 22 21 0.4959444770710537
2 22 22 0.3725947450922461
2 22 23 0.4553913221235135
2 22 24 0.06704461403892614
2 22 25 0.007551252790414353
2 23 1 0.08373571127420565
2 23 2 0.38401933367056795
2 23 4 0.30543507185079755
2 23 6 0.009883221214650906
2 23 8 0.24533078108609763
2 23 9 0.11558439018336086
2 23 10 0.3884492080072992
2 23 11 0.13713288697040482
2 23 13 0.42407912350472843
2 23 14 0.003815943062299265
2 23 15 0.13605964856517627
2 23 16 0.12485281769002166
2 23 17 0.39971810340360137
2 23 18 0.18428767941219326
2 23 19 0.10142055594124189
2 23 20 0.4848597382659965
2 23 21 0.055899075507294005
2 23 22 0.038062485166243665
2 23 23 0.36741931079701706
2 23 24 0.4767326168679271
2 23 25 0.013779648345892404
2 24 1 0.23293729703317456
2 24 2 0.05895594347940325
2 24 3 0.4603558609921662
2 24 4 0.3436491761140027
2 24 5 0.18792515811840715
2 24 6 0.03135783054637398
2 24 7 0.40937615099309443
2 24 9 0.10288979307055213
2 24 10 0.3546353376026161
2 24 11 0.4117846766842538
2 24 12 0.07860871512586731
2 24 13 0.07650882094682299
2 24 14 0.43325294232450173
2 24 15 0.24650689947560478
2 24 16 0.21295420796773323
2 24 17 0.4126638096463219
2 24 18 0.196384124241048
2 24 19 0.3140029157903157
2 24 20 0.05617197505600524
2 24 21 0.10505468704379961
2 24 22 0.1847782704039279
2 24 23 0.32509127727303666
2 24 24 0.4975297095175758
2 24 25 0.3359397494847385
2 25 1 0.45301505033597933
2 25 3 0.012062063569613368
2 25 4 0.021818914052963434
2 25 5 0.4445396950377579
2 25 6 0.16708808472732106
2 25 7 0.12115593856805917
2 25 8 0.4988737701642746
2 25 9 0.41668459716473805
2 25 10 0.3088519733364372
2 25 11 0.4933595671756035
2 25 12 0.4313853317854225
2 25 13 0.3939383619266954
2 25 14 0.22652016903887007
2 25 15 0.4388666436645312
2 25 16 0.426428596712499
2 25 17 0.19494491615558407
2 25 18 0.3233159330131873
2 25 19 0.029485880745917847
2 25 20 0.37183670750211684
2 25 21 0.3043151528341812
2 25 22 0.2832352413286532
2 25 23 0.3192294589696386
2 25 24 0.20479678273559843
2 25 25 0.26938789745562186
3 1 1 0.2837314396475755
3 1 2 0.11610884398001697
3 1 3 0.3554087633816898
3 1 6 0.33135452186289305
3 1 7 0.0433722471031176
3 1 8 0.3540777674788782
3 1 9 0.41557364658820395
3 1 10 0.07464044052453311
3 1 11 0.3972082254717104
3 1 12 0.0753440231832051
3 1 13 0.36189498606923753
3 1 14 0.23457408129104296
3 1 15 0.35959466365171244
3 1 17 0.00278106104711906
3 1 18 0.08200629256578229
3 1 19 0.02956043501107264
3 1 20 0.4848256947152777
3 1 21 0.3365263221118392
3 1 22 0.1612138158754819
3 1 23 0.19734105451565775
3 1 24 0.1571143790321775
3 1 25 0.4863511953520405
3 2 1 0.06570962773852573
3 2 2 0.34829771452499203
3 2 3 0.10396373490703503
3 2 4 0.40783965098258756
3 2 5 0.45401826518533817
3 2 6 0.4935889464606378
3 2 7 0.4131744010216615
3 2 8 0.12519359165015131
3 2 9 0.05011373834619848
3 2 10 0.1568449248262903
3 2 11 0.42616313381876625
3 2 12 0.4888551249971823
3 2 13 0.14902478376655126
3 2 14 0.18236442056099067
3 2 15 0.2987305471660888
3 2 16 0.02533840193495529
3 2 17 0.32174044192516793
3 2 18 0.10507224491911116
3 2 19 0.31900372684740985
3 2 20 0.3980565587124819
3 2 21 0.3444027332337931
3 2 22 0.19270009126625542
3 2 23 0.38140136926481427
3 2 24 0.03215956019684485
3 2 25 0.4385869269492788
3 3 1 0.2851254763622212
3 3 2 0.22522200797727232
3 3 3 0.41706201427801703
3 3 4 0.3200853322426238
3 3 5 0.43169444780791955
3 3 6 0.011541809539366121
3 3 7 0.36947624605836427
3 3 8 0.02382526248370387
3 3 9 0.12018819883085119
3 3 13 0.14695301684168938
3 3 14 0.062063005887843636
3 3 15 0.004764516447384626
3 3 16 0.3098498200713202
3 3 17 0.15879442775121666
3 3 18 0.014644377620345983
3 3 19 0.14339280600461257
3 3 21 0.08396350450195811
3 3 22 0.14932838516142954
3 3 23 0.27789509943139046
3 3 24 0.1705047318013505
3 3 25 0.001980100961779363
3 4 1 0.146890338883495
3 4 3 0.45692193108348034
3 4 5 0.14019297539228248
3 4 6 0.38437812750635636
3 4 7 0.01602786639033582
3 4 8 0.215599612310998
3 4 9 0.30709352240938226
3 4 11 0.16307469799940977
3 4 12 0.2633351589457248
3 4 13 0.1602726584352463
3 4 14 0.09429601822371203
3 4 16 0.31116518416900296
3 4 17 0.45598492899599097
3 4 18 0.0647835118964396
3 4 20 0.2858123087997497
3 4 21 0.09517956211838696
3 4 22 0.21008887996884618
3 4 23 0.15899674100883532
3 4 24 0.00680679032533571
3 5 1 0.39402917441914387
3 5 2 0.21145338870036656
3 5 3 0.47075720380825636
3 5 5 0.0060797214161839586
3 5 6 0.11759580563842154
3 5 7 0.33100415502066205
3 5 8 0.3593211149842991
3 5 9 0.396650911917223
3 5 10 0.02166663000819491
3 5 11 0.42969007248952396
3 5 12 0.43998716956249984
3 5 13 0.09738834333272373
3 5 14 0.31073180280259327
3 5 15 0.24053815321200755
3 5 16 0.30611533014436676
3 5 17 0.22409641542972292
3 5 18 0.22046389220146523
3 5 19 0.488617047057867
3 5 20 0.3731125425137837
3 5 21 0.039241864563781204
3 5 22 0.3933585028946429
3 5 23 0.45331889062383246
3 5 24 0.127029548003726
3 5 25 0.29571064901599786
3 6 2 0.19352259011794215
3 6 3 0.20460291619681148
3 6 4 0.37990255677432694
3 6 5 0.1269616573863369
3 6 6 0.447997013127423
3 6 8 0.08128426106184439
3 6 9 0.2219634167810577
3 6 10 0.27972969879020504
3 6 11 0.131520729905923
3 6 13 0.12155602995740622
3 6 14 0.04441764842819185
3 6 15 0.1967550507138104
3 6 17 0.20494712505104018
3 6 18 0.4288489490643974
3 6 19 0.35247273752627484
3 6 21 0.30298812635250394
3 6 22 0.14849989506265016
3 6 23 0.1308344621136368
3 6 24 0.08717774998328431
3 6 25 0.2491570172304266
3 7 2 0.3378860733749771
3 7 3 0.285095202765111
3 7 4 0.03835188008436585
3 7 7 0.48823216145817927
3 7 8 0.33975856212664923
3 7 9 0.08842722877213649
3 7 10 0.4470534408373028
3 7 11 0.08026570850588322
3 7 12 0.38154187224724667
3 7 13 0.04666941239676581
3 7 14 0.08272230138073866
3 7 15 0.28311299038155424
3 7 16 0.3959387150417708
3 7 17 0.397506112039143
3 7 18 0.23321822128279912
3 7 19 0.4274066206720145
3 7 20 0.39106337883984965
3 7 21 0.4686357019740508
3 7 22 0.392268075385684
3 7 23 0.26441699656017215
3 7 24 0.33332721465348647
3 7 25 0.2225958852575275
3 8 1 0.3224490773860419
3 8 2 0.19255958336599
3 8 3 0.283729287523098
3 8 5 0.27893726294729226
3 8 6 0.3586888440738252
3 8 8 0.20225110215563025
3 8 9 0.11468815828864987
3 8 10 0.01054526894920138
3 8 11 0.23511785974720245
3 8 12 0.025786865118191837
3 8 13 0.10406994260353897
3 8 15 0.39183458939947713
3 8 16 0.4566210882218811
3 8 17 0.07223642423112575
3 8 18 0.3054431801290759
3 8 19 0.16182024653611526
3 8 20 0.3024269806599782
3 8 21 0.042030347858416195
3 8 22 0.05498984152113018
3 8 23 0.24664473621142335
3 8 24 0.21597677528520198
3 8 25 0.17889971570333119
3 9 1 0.4282704298199985
3 9 2 0.42366199002832194
3 9 3 0.40091609280882035
3 9 4 0.4227537870241417
3 9 5 0.21850664820988897
3 9 6 0.4794531830794979
3 9 7 0.16613335391252915
3 9 8 0.24974364189614306
3 9 9 0.18081937025372086
3 9 10 0.27979956045367016
3 9 11 0.19692032873636922
3 9 12 0.08666353191033416
3 9 15 0.06389350834781826
3 9 16 0.32018847217356616
3 9 17 0.11068861751277348
3 9 18 0.28685265119335257
3 9 19 0.11003871057082937
3 9 20 0.17694384204915958
3 9 21 0.09154650284137478
3 9 22 0.03198425677621053
3 9 23 0.2103310814108188
3 9 24 0.010889826900702282
3 9 25 0.48649263281198385
3 10 1 0.02153245610098764
3 10 2 0.42306406560232057
3 10 3 0.1203685257844912
3 10 4 0.3135419378060965
3 10 5 0.2631339254926267
3 10 6 0.08127352895103979
3 10 7 0.3752109228564231
3 10 8 0.4725888233268092
3 10 9 0.29165491274428
3 10 10 0.4891137145285249
3 10 11 0.2818148679805863
3 10 12 0.009716648954545049
3 10 13 0.29305102375324754
3 10 14 0.3746789520298558
3 10 15 0.3220901719083966
3 10 16 0.2741986871291705
3 10 17 0.21889466596756746
3 10 19 0.17765373955076613
3 10 20 0.12941603178545713
3 10 22 0.4511610269875431
3 10 23 0.23893007846410674
3 10 24 0.1324077715918045
3 10 25 0.02865027007360088
3 11 1 0.4991267924603573
3 11 2 0.29657869282159965
3 11 3 0.27365477178974873
3 11 4 0.15534910029942017
3 11 5 0.2905359260024072
3 11 6 0.3900470860326649
3 11 7 0.0606018836528055
3 11 8 0.3878353692141965
3 11 9 0.05998441556077083
3 11 10 0.34419834581801834
3 11 11 0.24009620772193008
3 11 12 0.19391708958411635
3 11 13 0.09836609397270202
3 11 14 0.14978314057299602
3 11 15 0.27623520844500216
3 11 16 0.04000354964541464
3 11 17 0.49296138715671267
3 11 19 0.24711531375749685
3 11 20 0.2911955340845114
3 11 21 0.17998110430665937
3 11 22 0.43741679259814314
3 11 23 0.09420183049911768
3 11 24 0.24657514909501854
3 12 1 0.13780275007859533
3 12 2 0.0239280262707936
3 12 3 0.10043701360462554
3 12 4 0.21829733407816498
3 12 5 0.08247626224545579
3 12 6 0.003410506657496093
3 12 7 0.4474876400757467
3 12 8 0.343987128173755
3 12 10 0.4995610147904521
3 12 11 0.18572589087650038
3 12 12 0.005248836803995793
3 12 13 0.051636953570448396
3 12 14 0.41234956564762804
3 12 15 0.4442365498829096
3 12 16 0.19336439310435805
3 12 18 0.1536292212486654
3 12 19 0.2620445023081823
3 12 20 0.46425383011131705
3 12 23 0.32841159326111735
3 12 24 0.03592227150947569
3 12 25 0.20562364535207678
3 13 1 0.14108399385834325
3 13 2 0.24491992950228358
3 13 3 0.11115151320635808
3 13 4 0.338925142505469
3 13 5 0.21611373503036047
3 13 8 0.32161262610890284
3 13 9 0.2221728894326812
3 13 10 0.25370959154410466
3 13 11 0.012258782260613277
3 13 12 0.1323611780651719
3 13 13 0.05641166238003714
3 13 14 0.20863498074587405
3 13 15 0.16467497040813905
3 13 16 0.08109184534119274
3 13 17 0.3140776845707359
3 13 18 0.2522950135640608
3 13 19 0.05043442921879937
3 13 20 0.3638240132019547
3 13 21 0.02138739959433178
3 13 22 0.3775569844183597
3 13 23 0.2159653122780376
3 13 24 0.3448720891581428
3 13 25 0.3462400027707785
3 14 1 0.27903810667239703
3 14 2 0.4555576159433177
3 14 3 0.39793477779560504
3 14 4 0.02831489488627037
3 14 5 0.018364434002803187
3 14 6 0.4058746912327196
3 14 7 0.09817314789458365
3 14 8 0.18856576260010294
3 14 9 0.03194597237981589
3 14 10 0.05606959165459868
3 14 11 0.21852147066231165
3 14 12 0.11714904353499855
3 14 13 0.4104101653965573
3 14 14 0.03023735855189802
3 14 15 0.15231208750624226
3 14 16 0.2242094215842535
3 14 17 0.21827587864910103
3 14 18 0.3291063500665803
3 14 19 0.13914627668871604
3 14 20 0.22592822663592116
3 14 21 0.3615000401588182
3 14 22 0.38850475615179547
3 14 23 0.4829906228013773
3 14 24 0.11156769653333387
3 14 25 0.36314107506889826
3 15 1 0.060151949466864196
3 15 2 0.24662330963848667
3 15 4 0.4660433120862856
3 15 5 0.49493568895104345
3 15 6 0.22359898529162825
3 15 7 0.0367455953268816
3 15 8 0.3104225758853558
3 15 9 0.3999055191983414
3 15 10 0.407324320404014
3 15 11 0.22877368085250593
3 15 12 0.34275539025738033
3 15 13 0.11080846085397089
3 15 14 0.2791422507495753
3 15 15 0.31910335301454196
3 15 16 0.07166000023785979
3 15 17 0.4090306292265251
3 15 18 0.16683050018509293
3 15 19 0.35067570712753116
3 15 20 0.13338762518133584
3 15 21 0.48619629909036
3 15 22 0.411945344761244
3 15 23 0.292712980450464
3 15 24 0.028387767363245442
3 15 25 0.3490205820223553
3 16 1 0.00935029134685983
3 16 2 0.2686374140678337
3 16 3 0.03538734625060891
3 16 4 0.010834131547676984
3 16 6 0.25496381597723683
3 16 8 0.3511732415180786
3 16 9 0.1371697107858153
3 16 10 0.0013114807681788854
3 16 11 0.0802711784334087
3 16 12 0.34422600854178054
3 16 13 0.2563164548353787
3 16 14 0.36323000073548983
3 16 16 0.04423422866479021
3 16 17 0.08875401167551422
3 16 18 0.18332344796138267
3 16 19 0.36377136827789924
3 16 20 0.46287368915882665
3 16 21 0.39767190598155067
3 16 22 0.49249618645488913
3 16 23 0.3907103220516356
3 16 24 0.30913850057216075
3 16 25 0.13139741068667155
3 17 1 0.19784363372540248
3 17 2 0.4572483666187931
3 17 3 0.3791160521195007
3 17 4 0.21251263573169565
3 17 5 0.4280221721959434
3 17 6 0.337736744610887
3 17 8 0.13606071788744056
3 17 9 0.31766383418892097
3 17 11 0.2205177153281862
3 17 12 0.4347064223154584
3 17 13 0.3023473662101581
3 17 14 0.4100137657111558
3 17 15 0.3322000583790262
3 17 16 0.37371804130218567
3 17 17 0.36279576729723506
3 17 18 0.2928708824196682
3 17 19 0.33694524864518505
3 17 20 0.4929303826056075
3 17 21 0.3305282144242023
3 17 22 0.12043699164426447
3 17 23 0.03512578989331894
3 17 24 0.06639715381430755
3 17 25 0.42235175289754756
3 18 1 0.2272191865368064
3 18 2 0.1574597065548592
3 18 3 0.14585257568542442
3 18 4 0.13793549337271205
3 18 5 0.08600719679107238
3 18 6 0.0012423057144574923
3 18 7 0.10365761431144549
3 18 8 0.46649167788196344
3 18 9 0.3198779876229456
3 18 10 0.4980468969540659
3 18 12 0.34639969208776955
3 18 13 0.09064996017820581
3 18 14 0.2191930967215766
3 18 15 0.2764299550977072
3 18 16 0.4385706856727726
3 18 17 0.05606005195605346
3 18 18 0.179565968519927
3 18 19 0.0014800843989634105
3 18 20 0.4391189699418726
3 18 21 0.056518449261481196
3 18 22 0.14191266473315967
3 18 23 0.31527022186593434
3 18 24 0.2039899342184297
3 18 25 0.09659571571611614
3 19 1 0.20032248543886155
3 19 2 0.35909385449058506
3 19 3 0.1507954367282337
3 19 4 0.3279301066079634
3 19 5 0.38174326156184546
3 19 6 0.28538055074140567
3 19 7 0.20258032458530506
3 19 8 0.18403050468008386
3 19 9 0.37683842753496366
3 19 10 0.2998312920973869
3 19 11 0.15192383036092105
3 19 12 0.13958668766819926
3 19 13 0.3207178083369723
3 19 14 0.41378951483670245
3 19 15 0.22749564585507676
3 19 17 0.18875134902273372
3 19 18 0.4215265324703955
3 19 19 0.43349448750645214
3 19 20 0.3526290904665662
3 19 21 0.3391126770493951
3 19 22 0.39353621467633326
3 19 23 0.13517954740586935
3 19 24 0.16762151803712022
3 19 25 0.43971622603369287
3 20 1 0.38925680058598244
3 20 4 0.12199829926333283
3 20 7 0.49449943248932493
3 20 8 0.19309251100451064
3 20 11 0.1900906865079668
3 20 12 0.25768804905979337
3 20 13 0.21787889366414703
3 20 14 0.25972102861864965
3 20 16 0.3671851341260325
3 20 17 0.0345650294310641
3 20 19 0.01697648232193749
3 20 20 0.18859622543445176
3 20 21 0.09820518872015327
3 20 22 0.19551920138787293
3 20 24 0.15861338064207076
3 20 25 0.2824774804572022
3 21 1 0.007263593413229241
3 21 2 0.3639741403245784
3 21 3 0.4882787006976611
3 21 4 0.26559659272840375
3 21 5 0.015691767148618307
3 21 6 0.1756399588303027
3 21 7 0.36653737368893624
3 21 8 0.48075523765192285
3 21 9 0.05499523191625422
3 21 10 0.18787914214687462
3 21 11 0.06695238883946475
3 21 12 0.3071480098582986
3 21 13 0.08386265075505295
3 21 14 0.15497977013720543
3 21 15 0.013466576534403418
3 21 16 0.3301514783908044
3 21 17 0.10064363416348421
3 21 18 0.27111805918858023
3 21 19 0.03623522397047774
3 21 20 0.17839594793300273
3 21 21 0.1285243396801763
3 21 23 0.2995502550050868
3 21 24 0.34891417949762815
3 21 25 0.12936099465384088
3 22 1 0.12392789164082774
3 22 2 0.23322229222406465
3 22 3 0.49348069939059436
3 22 4 0.08750979257136293
3 22 5 0.15996739178397734
3 22 6 0.29908391580444604
3 22 7 0.06152789905709988
3 22 8 0.4525083971104479
3 22 9 0.25865513320062017
