title
n = 20
3 3 11 0.3109531262058133
3 3 12 0.16339083367519036
3 3 13 0.09917263945665
3 3 14 0.12457755111123425
3 3 15 0.029683810927639276
3 3 16 0.051781619507523025
3 3 17 0.49694416801146457
3 3 19 0.0568879753020628
3 3 20 0.2768686705700171
3 4 1 0.34977221963642624
3 4 2 0.08314161159794231
3 4 3 0.12786018901430596
3 4 4 0.2406484055791419
3 4 5 0.017736456883590823
3 4 6 0.46383645502675375
3 4 7 0.1876982022233561
3 4 8 0.1795333977738548
3 4 9 0.44263185250707615
3 4 10 0.08933006516012743
3 4 11 0.009156365429704105
3 4 12 0.06223220714841471
3 4 13 0.12763786257064968
3 4 14 0.3158976358001381
3 4 15 0.2778545591088939
3 4 16 0.2788594802837253
3 4 17 0.4607999986008283
3 4 18 0.19685166932777554
3 4 19 0.22733066326137552
3 4 20 0.05887951956497384
3 5 1 0.4439957198112531
3 5 2 0.033467040843141005
3 5 3 0.3369544149093834
3 5 4 0.37264148241135975
3 5 5 0.44278528038641074
3 5 6 0.11324483237325977
3 5 7 0.4514550711017332
3 5 8 0.3940417314291872
3 5 9 0.13286986558596936
3 5 10 0.077541005120348
3 5 11 0.44616542711166673
3 5 12 0.48128592445249097
3 5 13 0.4166467352197585
3 5 14 0.09961596327271827
3 5 15 0.3227962048337879
3 5 16 0.41514905520434764
3 5 17 0.011788964184276218
3 5 18 0.15910552723895321
3 5 19 0.2632014415813698
3 5 20 0.009719794623137212
3 6 1 0.06677719204778843
3 6 2 0.14630015836830734
3 6 3 0.24637531503444365
3 6 4 0.14362288739078033
3 6 5 0.4737125649047055
3 6 7 0.29010031112206613
3 6 8 0.18863240878992482
3 6 10 0.23186697386762545
3 6 11 0.33738416624245615
3 6 12 0.2891121460118323
3 6 13 0.4894392892432037
3 6 14 0.04720256693404523
3 6 15 0.2090834461265113
3 6 17 0.03885871121723794
3 6 19 0.3843443045615189
3 7 1 0.3310408579743187
3 7 3 0.34499761653140704
3 7 4 0.44516202201525734
3 7 6 0.32938004249304276
3 7 7 0.26787832474365014
3 7 8 0.34786373731717046
3 7 10 0.2601998549855026
3 7 11 0.07137896031659241
3 7 12 0.3393679717097222
3 7 13 0.16230322204705583
3 7 14 0.41591175597757757
3 7 15 0.24400792737191634
3 7 17 0.47340741056741
3 7 18 0.32261785385844466
3 7 19 0.43829098668023436
3 7 20 0.13467240324218044
3 8 1 0.16989545127140437
3 8 2 0.4881201141481427
3 8 3 0.19550193376459057
3 8 5 0.0630586838547188
3 8 6 0.25315206303369187
3 8 7 0.2778666708281512
3 8 8 0.40484834761643207
3 8 9 0.40299708815675817
3 8 10 0.18179444364246955
3 8 11 0.48852565404593795
3 8 12 0.0933203124833254
3 8 13 0.11828535815116603
3 8 14 0.1936554754508576
3 8 15 0.18659307850224582
3 8 16 0.41980296251422045
3 8 17 0.3198545796456723
3 8 19 0.2787977124868811
3 8 20 0.13537043938209836
3 9 2 0.34892771848076654
3 9 3 0.19760018484170494
3 9 4 0.4271500310530989
3 9 5 0.24972585886679965
3 9 6 0.28404086806733975
3 9 7 0.49516086907093526
3 9 8 0.3584615431244682
3 9 9 0.08199535451292783
3 9 10 0.25363100830473795
3 9 11 0.42732752327563384
3 9 12 0.02242807858436724
3 9 14 0.14074731687551767
3 9 15 0.2390375882782485
3 9 16 0.0693914620562529
3 9 17 0.14577779955092807
3 9 18 0.4708893615814469
3 9 19 0.22306369892663458
3 9 20 0.11569470489445965
3 10 1 0.39952927885017975
3 10 2 0.3986941560241256
3 10 3 0.08263408950216977
3 10 4 0.11550857511954049
3 10 5 0.4085009160266744
3 10 6 0.04759446840946935
3 10 7 0.38111930308499076
3 10 8 0.25935062358865424
3 10 9 0.14065607720257
3 10 10 0.23034867427566552
3 10 11 0.3578708362092169
3 10 12 0.3928999688963448
3 10 13 0.3088191695647685
3 10 14 0.2772855149515313
3 10 16 0.25952923415220785
3 10 17 0.4596878140697863
3 10 19 0.470513293599386
3 10 20 0.14997274388641368
3 11 1 0.050026493813657646
3 11 2 0.42463726022449166
3 11 3 0.08484308683649455
3 11 4 0.017675978049467966
3 11 5 0.11711059022524362
3 11 6 0.24973790444414545
3 11 8 0.1771481489705823
3 11 9 0.17516465984233687
3 11 10 0.08024555864452831
3 11 11 0.10126154787518049
3 11 12 0.15788851789068103
3 11 13 0.14423795187295207
3 11 14 0.2463284077901604
3 11 15 0.07485162631399522
3 11 16 0.21481350771394914
3 11 17 0.4170891979960767
3 11 18 0.023012592390838083
3 11 20 0.2296662911718178
3 12 2 0.01280066214436748
3 12 3 0.11312455283950218
3 12 4 0.05859302175959091
3 12 5 0.26318670242548603
3 12 6 0.36014659381218994
3 12 7 0.10591044310237407
3 12 8 0.4160443571272652
3 12 9 0.04503805715207343
3 12 10 0.06408509846743793
3 12 11 0.4062853718455415
3 12 12 0.3854620232481196
3 12 14 0.490652152258905
3 12 15 0.45603415116969204
3 12 16 0.45936428495746107
3 12 17 0.2314223885401131
3 12 18 0.12791213649130495
3 12 19 0.4847946250144216
3 12 20 0.06556146515421468
3 13 1 0.03777437471665934
3 13 2 0.42405897168496165
3 13 3 0.2680301010491962
3 13 4 0.37307053850324634
3 13 5 0.20563813531836928
3 13 7 0.44279406232176977
3 13 8 0.21267767343323896
3 13 9 0.21850383114407312
3 13 10 0.30315774944613094
3 13 11 0.14453696960574192
3 13 12 0.40875642564437864
3 13 13 0.31902513823726475
3 13 14 0.022000059551095408
3 13 15 0.04088416431402364
3 13 17 0.011011309330150931
3 13 18 0.4775342155241815
3 13 20 0.37305974446183454
3 14 1 0.3402981207322946
3 14 2 0.2073098174172362
3 14 3 0.290203623553714
3 14 4 0.4554612732299592
3 14 5 0.4541049519456555
3 14 7 0.10773349658040454
3 14 8 0.4364145178967276
3 14 9 0.38811523324194397
3 14 10 0.024869741361961184
3 14 11 0.27986979006601787
3 14 12 0.0941975317613698
3 14 13 0.17497925868202002
3 14 14 0.3438212191996006
3 14 15 0.39028497564601883
3 14 16 0.09428685155510119
3 14 18 0.21664747198860768
3 14 19 0.4765242980242099
3 14 20 0.21675880669826142
3 15 1 0.3296249281260418
3 15 2 0.46273350619932363
3 15 3 0.30459360822274084
3 15 4 0.010437915369622686
3 15 5 0.4079958642990392
3 15 6 0.23038756964546103
3 15 7 0.39439827728665866
3 15 8 0.24371010748443123
3 15 9 0.46240245712929506
3 15 10 0.4606782320033658
3 15 11 0.0019419604030260773
3 15 13 0.4817296707108759
3 15 14 0.030590130706400598
3 15 15 0.2973654016099112
3 15 16 0.07378382756239432
3 15 18 0.10542236056359644
3 15 19 0.244009751372106
3 15 20 0.4317787877682452
3 16 1 0.16043518045561023
3 16 2 0.32716036032594353
3 16 3 0.05854134548290291
3 16 4 0.4884896427552309
3 16 6 0.19650970956389946
3 16 7 0.48054680662543914
3 16 8 0.2773638243278861
3 16 9 0.4791345267315593
3 16 11 0.04809937046000723
3 16 12 0.4032817447235487
3 16 13 0.25485088861202754
3 16 15 0.17790225813082583
3 16 16 0.07360181033797586
3 16 18 0.07864104256783733
3 16 19 0.3824738712043295
3 16 20 0.13249748809079698
3 17 1 0.08551360364146654
3 17 2 0.3258551217729829
3 17 3 0.12504500735151092
3 17 5 0.35785561513755904
3 17 6 0.167943200444315
3 17 7 0.1577611718438029
3 17 8 0.4879071548200261
3 17 9 0.43972342600405967
3 17 10 0.2821042998068063
3 17 11 0.2661644853493197
3 17 12 0.3990146758400467
3 17 13 0.10659696933804064
3 17 14 0.004996643672606882
3 17 15 0.441691459464157
3 17 17 0.48106108685826454
3 17 18 0.03408094377794457
3 17 19 0.3926944695600181
3 17 20 0.3773754022985294
3 18 1 0.18492694412569488
3 18 2 0.22278917992230274
3 18 3 0.07308919679925763
3 18 4 0.03985080030198507
3 18 5 0.27081931216344546
3 18 6 0.02040578775294355
3 18 7 0.23207924219965226
3 18 8 0.18805424861691633
3 18 9 0.47079965669157464
3 18 10 0.4196844988839169
3 18 11 0.2651035989591206
3 18 14 0.16084389363261387
3 18 16 0.04117871507392257
3 18 17 0.46796364600417073
3 18 18 0.04152293807110774
3 18 19 0.3259836006310183
3 19 2 0.18601492031292055
3 19 3 0.4701796938710461
3 19 4 0.0013302930182699235
3 19 5 0.14019619395257887
3 19 6 0.22749285116118378
3 19 7 0.04695399310245496
3 19 8 0.225060942428581
3 19 9 0.2793852094017384
3 19 11 0.04666564524682426
3 19 12 0.0723907151195351
3 19 13 0.25180973855545097
3 19 14 0.25819237371354564
3 19 15 0.36618643964168773
3 19 16 0.10772101009823232
3 19 17 0.23653630859256802
3 19 18 0.38452366498365265
3 19 19 0.28381734734827835
3 19 20 0.29541580570008075
3 20 1 0.16728265666540976
3 20 2 0.12378282040069788
3 20 3 0.30654735551500045
3 20 5 0.40945039011674444
3 20 6 0.21070522758330046
3 20 8 0.41612477286413596
3 20 9 0.16957385842643247
3 20 10 0.03619285260329108
3 20 11 0.05401622648329907
3 20 13 0.4570510286726178
3 20 14 0.018141427283682066
3 20 15 0.4849694202907575
3 20 16 0.13520443673245286
3 20 17 0.3765668173976804
3 20 18 0.05915773653458134
3 20 19 0.3794348450859032
4 1 2 0.2999864769284112
4 1 3 0.07936921971095456
4 1 4 0.18049011185389185
4 1 6 0.21069426307138772
4 1 7 0.20677764990269765
4 1 8 0.27341310124481455
4 1 9 0.10049578010756333
4 1 10 0.03761844009683424
4 1 11 0.30083398091967395
4 1 12 0.0710912452325938
4 1 13 0.042425671420811106
4 1 14 0.17464897120213074
4 1 15 0.1968034464016002
4 1 16 0.06473252659944972
4 1 17 0.23415128013882747
4 1 18 0.3110070277553374
4 1 19 0.18472997924232926
4 1 20 0.09281634308291276
4 2 1 0.45933406647021635
4 2 2 0.14824667062911245
4 2 3 0.12879453029797128
4 2 4 0.39334908168860794
4 2 5 0.3417633458602891
4 2 6 0.2711851097828184
4 2 7 0.4110161492306964
4 2 8 0.32617441740672415
4 2 9 0.046327970520217754
4 2 10 0.030782174108921034
4 2 12 0.2746833851286451
4 2 13 0.17557881135440323
4 2 14 0.12985852933295305
4 2 15 0.057323020749506015
4 2 16 0.19391570688527415
4 2 17 0.016605744329518446
4 2 18 0.4567425573027215
4 2 19 0.32470468150963394
4 2 20 0.3126363468318428
4 3 1 0.32321347765815134
4 3 2 0.20730879925195622
4 3 3 0.25563168514547874
4 3 4 0.4698538875779843
4 3 5 0.41333811693675304
4 3 6 0.15712448747159014
4 3 7 0.16081204976289065
4 3 8 0.4471964449716248
4 3 9 0.4756319313792232
4 3 10 0.44364575741168644
4 3 11 0.4337819925156081
4 3 13 0.0017684340067067872
4 3 14 0.472839457711551
4 3 15 0.011960341527565088
4 3 16 0.036499156888732176
4 3 17 0.21285671083116398
4 3 18 0.1316820577046629
4 3 20 0.48432620237783175
4 4 1 0.25175642027245415
4 4 2 0.3889248395434123
4 4 3 0.3500432399774819
4 4 4 0.45601145632388507
4 4 5 0.239675331229115
4 4 6 0.1249393279676877
4 4 7 0.2484912170959961
4 4 8 0.11904515005030725
4 4 9 0.38619266111625894
4 4 10 0.3413680770148092
4 4 11 0.37661036684804816
4 4 12 0.11924326163210186
4 4 13 0.21917991511216972
4 4 14 0.44587398063331085
4 4 15 0.19197038989047632
4 4 16 0.30208479627555374
4 4 17 0.26338659489358873
4 4 18 0.3609558698716083
4 4 20 0.4690863047241015
4 5 2 0.38003317948182747
4 5 3 0.4304031779051777
4 5 4 0.41239830026224755
4 5 5 0.4823035456508502
4 5 6 0.21600661011463673
4 5 7 0.2350211515411691
4 5 8 0.030260968114728115
4 5 9 0.04089503304457254
4 5 10 0.08301173233080605
4 5 11 0.17715072021119427
4 5 12 0.21434433481952753
4 5 13 0.36832499526040563
4 5 14 0.09635751740209075
4 5 15 0.3117793983250493
4 5 16 0.187070598826923
4 5 17 0.1304537138478573
4 5 18 0.4211671446596166
4 5 19 0.14474206197473938
4 5 20 0.17834322336883124
4 6 1 0.3679870371035652
4 6 2 0.02932432619295644
4 6 3 0.04799777517612225
4 6 4 0.27355512595670683
4 6 5 0.49199548017036354
4 6 6 0.06660987925607098
4 6 7 0.1487804324814399
4 6 10 0.27488379340225255
4 6 11 0.4615548006916417
4 6 12 0.007739402378310389
4 6 14 0.43665095278487054
4 6 15 0.3623378822691996
4 6 16 0.2453661871263374
4 6 17 0.13406732756034123
4 6 18 0.225864873879438
4 6 19 0.11064403449832017
4 6 20 0.1829966135823481
4 7 2 0.22262225483661957
4 7 3 0.47209849080397626
4 7 4 0.019316427660477475
4 7 5 0.4933520193653811
4 7 6 0.20340041010000398
4 7 8 0.16428261302910097
4 7 9 0.11381261550928368
4 7 10 0.25893306244610415
4 7 11 0.1500077825155428
4 7 12 0.3046402747164777
4 7 13 0.44619085862782437
4 7 14 0.21546443954062844
4 7 15 0.379048361295083
4 7 16 0.4889488745331775
4 7 17 0.02646917119970027
4 7 18 0.17562507710495168
4 7 20 0.2576177908418179
4 8 1 0.32144779270403756
4 8 2 0.08301288287216535
4 8 3 0.11222281133620637
4 8 4 0.46293131535482646
4 8 5 0.2413951631206429
4 8 6 0.09678192104435779
4 8 7 0.2701589294093898
4 8 8 0.3212026786975193
4 8 9 0.27023178258901626
4 8 11 0.21183694191856273
4 8 13 0.4217788442522026
4 8 14 0.23907084526323796
4 8 15 0.00808707138020126
4 8 18 0.07980550975268219
4 8 19 0.31619725133190246
4 8 20 0.01093996162488553
4 9 1 0.32924817274115126
4 9 2 0.2454829618614066
4 9 3 0.2889519699735551
4 9 5 0.09824357977717879
4 9 6 0.0005640949755679747
4 9 7 0.40640936792961724
4 9 8 0.3373959681158414
4 9 9 0.03016436558624591
4 9 11 0.16109877663381178
4 9 12 0.4150102081968947
4 9 13 0.20245519714204663
4 9 14 0.1020342252366847
4 9 15 0.48514870414296263
4 9 16 0.2760227942147957
4 9 17 0.027385708119411767
4 9 19 0.20644882452276547
4 9 20 0.3173710546578844
4 10 1 0.26712407169506136
4 10 2 0.40038338738094914
4 10 3 0.42346880618768123
4 10 4 0.13892736173298825
4 10 5 0.33811561143167757
4 10 6 0.13134665906890863
4 10 7 0.40285721485381343
4 10 8 0.2501422228024215
4 10 9 0.1945021446285815
4 10 10 0.06337619037415088
4 10 11 0.03447267412516464
4 10 12 0.01615155855264372
4 10 13 0.03338822271918307
4 10 14 0.33589560910190897
4 10 15 0.3090326111791769
4 10 16 0.12599586219804904
4 10 17 0.45910790439452276
4 10 18 0.41524152593717156
4 10 19 0.2008341487416785
4 10 20 0.26762328175676553
4 11 1 0.21293971815628665
4 11 3 0.2060909455108948
4 11 4 0.21382710726816312
4 11 5 0.36326609102030416
4 11 6 0.2631927302055105
4 11 7 0.4526546148822046
4 11 8 0.40855102317533365
4 11 10 0.3900401430183589
4 11 11 0.04944147964278578
4 11 12 0.19809483908958547
4 11 13 0.0034735271374312093
4 11 15 0.23514096013463437
4 11 16 0.2924749189276532
4 11 17 0.3037488234701172
4 11 18 0.26308800458842874
4 11 19 0.47808390313756377
4 11 20 0.19246435880311075
4 12 1 0.18617662084030484
4 12 2 0.28725919825774104
4 12 3 0.026689924291513956
4 12 4 0.10835315318004368
4 12 5 0.2132710750652893
4 12 6 0.42314191671422197
4 12 7 0.3590379346568373
4 12 8 0.015976659535181126
4 12 9 0.45516925237684613
4 12 10 0.298502146447283
4 12 11 0.4634944566809316
4 12 12 0.12951610219107268
4 12 13 0.04648592860119283
4 12 14 0.3906057356830964
4 12 15 0.4887520504775842
4 12 16 0.23785506978038207
4 12 17 0.00870145269084599
4 12 18 0.10810516834092876
4 12 19 0.2534759898042154
4 12 20 0.4357631696913429
4 13 1 0.07312377445144325
4 13 2 0.2523850468838539
4 13 3 0.12282319134519581
4 13 4 0.4946620215000409
4 13 5 0.44783266703325675
4 13 6 0.421483878722844
4 13 7 0.32964121222597875
4 13 8 0.0678302699922787
4 13 9 0.37287058538448714
4 13 10 0.29322837135013824
4 13 11 0.10908881958586436
4 13 12 0.07731633068698596
4 13 13 0.3601777256054277
4 13 15 0.26149589516139216
4 13 17 0.06595425590248083
4 13 19 0.1761736814366638
4 13 20 0.07398826649887857
4 14 2 0.0781764044011597
4 14 3 0.24052050337079944
4 14 4 0.313381087215147
4 14 5 0.14750454518069434
4 14 6 0.25617250273735515
4 14 7 0.030977141776587613
4 14 8 0.3659499682870633
4 14 9 0.32498164291232523
4 14 10 0.2798090922396963
4 14 12 0.46508026579556105
4 14 13 0.49404001626164806
4 14 14 0.18577641745264661
4 14 15 0.2865484752759928
4 14 16 0.19449882752298653
4 14 18 0.08205645808050122
4 14 19 0.396107854103517
4 14 20 0.4048387639082305
4 15 1 0.23443246365224668
4 15 2 0.44178737476549157
4 15 3 0.44701634485590214
4 15 4 0.37382023656865715
4 15 5 0.24023578672960344
4 15 6 0.26538103425745385
4 15 7 0.10290397997266199
4 15 8 0.12942982560167327
4 15 9 0.36020189445221473
4 15 10 0.02818507603257525
4 15 11 0.438063809415154
4 15 12 0.3420104668285331
4 15 13 0.16953295114662725
4 15 14 0.2042876555533114
4 15 15 0.0020735159991015495
4 15 16 0.35254483438399586
4 15 17 0.1618160426212656
4 15 20 0.010856626242031209
4 16 1 0.30385814445364134
4 16 2 0.25730496542950543
4 16 3 0.3239778502927785
4 16 4 0.18413040145590676
4 16 5 0.17843754266130374
4 16 7 0.4296836496693368
4 16 8 0.33094317610353174
4 16 9 0.4462519142989204
4 16 10 0.4488336182056366
4 16 11 0.08157236283942382
4 16 12 0.3085102967982455
4 16 13 0.3100550107734633
4 16 14 0.42871225975946836
4 16 15 0.18313731326355698
4 16 16 0.45237092023236614
4 16 17 0.14412268908008263
4 16 18 0.01705314398370361
4 16 19 0.3169446884602739
4 16 20 0.4922367938354546
4 17 1 0.16420621822315729
4 17 2 0.2678003268252305
4 17 3 0.10624390851592558
4 17 4 0.4093467671695099
4 17 5 0.45855721603232047
4 17 6 0.019001480559566075
4 17 7 0.03287725749315995
4 17 8 0.07881782676527882
4 17 9 0.27862611185571085
4 17 10 0.3820632635098975
4 17 11 0.28130942625996713
4 17 12 0.4454182506337143
4 17 13 0.021940358671559412
4 17 14 0.4277140984143206
4 17 15 0.3350806319169011
4 17 16 0.32055154502266847
4 17 17 0.2586578731280048
4 17 18 0.22994506603265985
4 17 19 0.3656181843834384
4 17 20 0.07816526995032136
4 18 1 0.4399031164308156
4 18 2 0.24935443807650481
4 18 3 0.16300556330291915
4 18 4 0.2412497050314799
4 18 5 0.46181645347593014
4 18 6 0.11544109181243234
4 18 7 0.2916781506471373
4 18 8 0.36565198274936184
4 18 9 0.28146148509773805
4 18 10 0.006316917625584728
4 18 12 0.31864668232710025
4 18 13 0.2749082292269984
4 18 14 0.39984678248345074
4 18 15 0.16360244826898196
4 18 16 0.006544211063272631
4 18 17 0.4402415128945145
4 18 18 0.4770677790932851
4 18 19 0.049523761539160716
4 18 20 0.12144422544456379
4 19 1 0.36742906977825296
4 19 2 0.34838123145711797
4 19 3 0.49598263855692437
4 19 4 0.1430172637083903
4 19 5 0.25899288717666624
4 19 6 0.28029882244153115
4 19 7 0.06359167434659818
4 19 8 0.09549904669080267
4 19 9 0.441531047086952
4 19 10 0.0033928033976297067
4 19 11 0.06684069419910532
4 19 12 0.4717750684447206
4 19 13 0.40761707354139687
4 19 14 0.3554557607496037
4 19 15 0.314553975818862
4 19 16 0.45009588419524726
4 19 17 0.19819638729400624
4 19 18 0.11656341636721823
4 19 19 0.13633569709596172
4 20 1 0.3671714853118119
4 20 3 0.016264729774385978
4 20 4 0.2688529035075018
4 20 6 0.06699200684379125
4 20 7 0.19973630625524796
4 20 8 0.03370219538343855
4 20 9 0.15414588065650625
4 20 10 0.2455586194288265
4 20 11 0.08058650528621081
4 20 12 0.28139516523427477
4 20 13 0.4775043539496675
4 20 14 0.20954730912785224
4 20 15 0.08655226547240291
4 20 16 0.26046752993779754
4 20 17 0.42118569759212987
4 20 18 0.4187895807579932
4 20 19 0.21860633776603788
4 20 20 0.4275622768502012
5 1 1 0.019211461996306967
5 1 2 0.24721482862516375
5 1 4 0.10172071719613918
5 1 5 0.006599680951735909
5 1 6 0.05156193767956507
5 1 7 0.24377593883655568
5 1 8 0.47383557888870464
5 1 9 0.2922778937890357
5 1 10 0.03252501574941791
5 1 11 0.00490313393183639
5 1 12 0.3164627855368424
5 1 13 0.4355646392583994
5 1 15 0.24966034314047347
5 1 16 0.4526741647607142
5 1 17 0.2535424236666268
5 1 18 0.17587473213845994
5 1 19 0.14845838262754318
5 1 20 0.11846961253406652
5 2 1 0.31871189757210816
5 2 2 0.25725400492138795
5 2 3 0.24891524805714815
5 2 4 0.2651319656761204
5 2 5 0.4216239069933553
5 2 6 0.3741976789105834
5 2 7 0.16234443602124615
5 2 8 0.18661836689706324
5 2 9 0.15235090315325084
5 2 10 0.24478691551827736
5 2 11 0.3046747908500229
5 2 12 0.02515968273155955
5 2 13 0.3680158616101117
5 2 14 0.33433717556026066
5 2 15 0.3143022787792146
5 2 16 0.2035844717182812
5 2 17 0.054047239857678786
5 2 18 0.2598718678272066
5 2 19 0.04006252255699305
5 2 20 0.05440556941460739
5 3 1 0.019994397619183424
5 3 2 0.41950634397910036
5 3 4 0.12182158006111599
5 3 5 0.029553018005978537
5 3 6 0.46393187819431336
5 3 8 0.2321748898500653
5 3 9 0.0383501579744141
5 3 10 0.35033396833703934
5 3 11 0.4787172853355659
5 3 12 0.19488832623226615
5 3 13 0.09419866151154965
5 3 14 0.4065099824166829
5 3 15 0.018734290562828382
5 3 16 0.18840003269893102
5 3 17 0.4725085272478601
5 3 18 0.30245005068763076
5 3 19 0.027897766822280956
5 3 20 0.37533147667185685
5 4 1 0.01930729449297508
5 4 2 0.3491420504690028
5 4 3 0.27516597880570637
5 4 4 0.38361975603842247
5 4 5 0.04999680253745964
5 4 6 0.47008007428904397
5 4 8 0.01755715792783219
5 4 9 0.05713217901583412
5 4 10 0.1751530890947689
5 4 11 0.23550026777398936
5 4 12 0.346623947029735
5 4 13 0.4902683070268725
5 4 14 0.3636508855982501
5 4 15 0.08810306984068061
5 4 16 0.2575469332738145
5 4 17 0.20285618652950432
5 4 18 0.01153881015250191
5 4 19 0.14734429635658064
5 4 20 0.239163222735728
5 5 1 0.4165350145847948
5 5 2 0.47443521908054154
5 5 3 0.07439590510346583
5 5 4 0.06064184590738775
5 5 5 0.042204867697911985
5 5 6 0.0637123577878117
5 5 7 0.20933506449432093
5 5 8 0.11512730260941095
5 5 9 0.283369614328858
5 5 10 0.07231443467316012
5 5 11 0.1027634458599318
5 5 12 0.13838874560501369
5 5 13 0.13387555267597506
5 5 14 0.36824222447865085
5 5 15 0.2876138197400615
5 5 16 0.36563513580586926
5 5 17 0.07013250225181433
5 5 18 0.35707987681232356
5 5 19 0.039697967323709005
5 5 20 0.13037592546737176
5 6 1 0.12667513844128453
5 6 2 0.33656333083620305
5 6 4 0.4517108117414731
5 6 5 0.4147366335529836
5 6 6 0.3853336794474571
5 6 7 0.17332844487384858
5 6 8 0.08254186794309071
5 6 9 0.27449551241257863
5 6 10 0.4775253785631003
5 6 11 0.19688231588076877
5 6 12 0.21850426648646348
5 6 15 0.3495953293765486
5 6 16 0.019277824291651702
5 6 17 0.3716797210698358
5 6 18 0.21332057717981945
5 6 19 0.4852949857291674
5 6 20 0.3415355282646634
5 7 1 0.2908123909228635
5 7 2 0.16518530292793165
5 7 3 0.2763519010124612
5 7 4 0.2288649762887861
5 7 5 0.17829354799955888
5 7 7 0.2623396328152069
5 7 8 0.439997066063597
5 7 9 0.4079494555286777
5 7 10 0.39330248040355464
5 7 11 0.09038447772008262
5 7 13 0.06396687237034071
5 7 14 0.45048710453991736
5 7 15 0.4326787924733857
5 7 16 0.03365302820645122
5 7 17 0.28775992720451604
5 7 18 0.06104744607237622
5 7 19 0.2141368016370223
5 7 20 0.3790881418517267
5 8 1 0.0724807593322131
5 8 3 0.2994985598509762
5 8 4 0.21679893649668192
5 8 5 0.2375773078677368
5 8 7 0.36174004203264554
5 8 8 0.3679323879907307
5 8 9 0.32129597416263855
5 8 11 0.48442803524568
5 8 13 0.34447964713137214
5 8 14 0.30851000508030857
5 8 15 0.2254853145930401
5 8 16 0.25033197703718346
5 8 17 0.03849893004199134
5 8 18 0.18367105243330029
5 8 19 0.2788417670047585
5 8 20 0.41574686877227685
5 9 1 0.3066334494525621
5 9 2 0.13397631954753686
5 9 3 0.2867449570805729
5 9 4 0.22730970544717044
5 9 5 0.4937533322577098
5 9 7 0.06313883674144227
5 9 8 0.3454189924495571
5 9 9 0.34793969144387715
5 9 10 0.09719187478222946
5 9 12 0.2985939079335429
5 9 13 0.3903876394966723
5 9 14 0.373507540778811
5 9 15 0.4177152719104278
5 9 16 0.02545459134729322
5 9 17 0.48767974924782154
5 9 18 0.28747245454308923
5 9 19 0.1439574923683853
5 9 20 0.11930550782298155
5 10 1 0.024673439098651384
5 10 2 0.4820682323758221
5 10 3 0.07516431421826208
5 10 5 0.13490068115940057
5 10 6 0.24452288870997274
5 10 7 0.13806216457017928
5 10 8 0.48290791680733924
5 10 9 0.3672399172595304
5 10 10 0.22596562878916293
5 10 11 0.427606529457227
5 10 12 0.4533772329359448
5 10 13 0.020374045737654223
5 10 14 0.09162697087504701
5 10 15 0.17749285743521415
5 10 16 0.07710732922672836
5 10 17 0.43361914159801596
5 10 18 0.11778498560341388
5 10 19 0.10496155559015397
5 10 20 0.24805865715779774
5 11 1 0.10398152230933277
5 11 2 0.06738729677703703
5 11 3 0.3776904342253362
5 11 4 0.4998619389844766
5 11 5 0.046103390188107385
5 11 6 0.11503584265482569
5 11 7 0.27358161455685004
5 11 8 0.036283135670040934
5 11 10 0.43156467906182616
5 11 11 0.19606206517439073
5 11 12 0.40321045222940977
5 11 13 0.27453235754992167
5 11 14 0.26786007430902004
5 11 15 0.06124036418740342
5 11 16 0.20898810569616266
5 11 17 0.33548082340173846
5 11 18 0.35500181781311446
5 11 19 0.2656281084291625
5 11 20 0.05669075590075168
5 12 1 0.47046693521000804
5 12 2 0.18917746792178947
5 12 3 0.4634235708625247
5 12 4 0.25361900544381666
5 12 5 0.18864002448000505
5 12 6 0.4323999375180563
5 12 7 0.09796821799574829
5 12 8 0.17908623803293078
5 12 9 0.06289763232941226
5 12 10 0.2602328859191786
5 12 11 0.20283593346146778
5 12 12 0.15339570672409963
5 12 13 0.0552519235867589
5 12 14 0.20529925620706724
5 12 15 0.18690867786104215
5 12 16 0.23834618657121365
5 12 17 0.48736911352522505
5 12 18 0.1104324426615062
5 12 19 0.011242293758206845
5 12 20 0.16745480330874085
5 13 1 0.3148414689110768
5 13 2 0.3488727443002062
5 13 3 0.2739059408159634
5 13 5 0.4193386030817734
5 13 7 0.359329576698902
5 13 8 0.3319561464904982
5 13 9 0.2485403867975654
5 13 10 0.32329441556782124
5 13 11 0.3271516319136827
5 13 12 0.23902558748835379
5 13 13 0.10130051381890504
5 13 14 0.3602621952775571
5 13 15 0.026216764167555806
5 13 16 0.4999702209906426
5 13 17 0.4079683607947562
5 13 18 0.3624659335061128
5 13 19 0.30958691574106356
5 14 1 0.3210945888653701
5 14 2 0.03331049331038416
5 14 3 0.07919962819700443
5 14 4 0.2011019063819245
5 14 5 0.3060587719445669
5 14 6 0.3341496283572486
5 14 7 0.17949295842414326
5 14 8 0.08560734936364967
5 14 9 0.06904082838276437
5 14 10 0.33690973997151996
5 14 11 0.009303638487567545
5 14 12 0.48658813524106326
5 14 14 0.024631488519303302
5 14 15 0.03793914744671789
5 14 16 0.044360534242849914
5 14 17 0.4811924022260866
5 14 18 0.2430433463112387
5 14 19 0.3652130578680298
5 14 20 0.2933861137035223
5 15 1 0.4835015919055412
5 15 2 0.011928142215196225
5 15 3 0.35454915377356744
5 15 4 0.2910043667147766
5 15 5 0.31302400821665743
